date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
13:31:31	0/-1	---M--	301	error ('')			https://www.youtube.com/t/policy_cns	youtube/www.youtube.com/t/policy_cns.97.delayed	(from https://www.youtube.com/t/terms?hl=de&override_hl=1)
13:31:31	0/-1	---M--	301	error ('')			https://www.youtube.com/t/copyright_notice	youtube/www.youtube.com/t/copyright_notice.98.delayed	(from https://www.youtube.com/t/terms?hl=de&override_hl=1)
13:31:31	0/-1	---M--	301	error ('')			https://www.youtube.com/t/policies	youtube/www.youtube.com/t/policies.99.delayed	(from https://www.youtube.com/t/terms?hl=de&override_hl=1)
13:31:31	0/-1	---M--	301	error ('')			https://www.youtube.com/t/policies	youtube/www.youtube.com/t/policies.9a.delayed	(from https://www.youtube.com/t/terms?hl=de&override_hl=1)
13:31:31	0/-1	---M--	301	error ('')			https://www.youtube.com/t/policies	youtube/www.youtube.com/t/policies.9b.delayed	(from https://www.youtube.com/t/terms?hl=de&override_hl=1)
13:31:31	0/-1	---M--	301	error ('')			https://www.youtube.com/t/privacy	youtube/www.youtube.com/t/privacy.9c.delayed	(from https://www.youtube.com/t/terms?hl=de&override_hl=1)
13:31:31	0/-1	---M--	301	error ('')			https://www.youtube.com/t/policy_cns	youtube/www.youtube.com/t/policy_cns.9d.delayed	(from https://www.youtube.com/t/terms_dataprocessing)
13:31:31	0/-1	---M--	301	error ('')			https://www.youtube.com/t/copyright_notice	youtube/www.youtube.com/t/copyright_notice.9e.delayed	(from https://www.youtube.com/t/terms_dataprocessing)
13:31:32	0/-1	---M--	301	error ('')			https://www.youtube.com/t/policy_cns	youtube/www.youtube.com/t/policy_cns.a0.delayed	(from https://www.youtube.com/t/terms?archive=20210601)
13:31:32	0/-1	---M--	301	error ('')			https://www.youtube.com/t/copyright_notice	youtube/www.youtube.com/t/copyright_notice.a1.delayed	(from https://www.youtube.com/t/terms?archive=20210601)
13:31:32	40280/40280	---MCZ	200	added ('OK')	text/html	date:Sun,%2026%20Apr%202026%2013:31:32%20GMT	https://www.youtube.com/t/terms?preview=20220105	youtube/www.youtube.com/t/terms08a4.html	(from https://www.youtube.com/t/terms?archive=20210601)
13:31:32	55211/55211	---MCZ	200	added ('OK')	text/html	date:Sun,%2026%20Apr%202026%2013:31:31%20GMT	https://www.youtube.com/t/terms_dataprocessing?archive=20200131	youtube/www.youtube.com/t/terms_dataprocessing8990.html	(from https://www.youtube.com/t/terms_dataprocessing)
13:31:32	237/237	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2026%20Apr%202026%2013:31:32%20GMT	https://www.youtube.com/yt/about/copyright/	youtube/www.youtube.com/yt/about/copyright/index.html	(from https://www.youtube.com/yt/copyright/)
13:31:33	0/-1	---M--	301	error ('')			https://www.youtube.com/t/privacy	youtube/www.youtube.com/t/privacy.a3.delayed	(from https://www.youtube.com/t/terms?archive=20210601)
13:31:34	30466/30466	---MCZ	200	added ('OK')	text/html	date:Sun,%2026%20Apr%202026%2013:31:33%20GMT	https://www.youtube.com/t/terms?archive=20210317	youtube/www.youtube.com/t/terms540c.html	(from https://www.youtube.com/t/terms?archive=20210601)
13:31:35	1071/1071	---M--	200	added ('OK')	text/javascript	date:Sun,%2026%20Apr%202026%2013:31:35%20GMT	https://www.youtube.com/howyoutubeworks/static/compiled/ai.index.min.js?cache=d758885f40	youtube/www.youtube.com/howyoutubeworks/static/compiled/ai.index.min72c6.js	(from https://www.youtube.com/intl/ALL_de/howyoutubeworks/ai/)
13:31:36	339489/339489	---M--	200	added ('OK')	text/css	date:Sun,%2026%20Apr%202026%2013:31:34%20GMT	https://www.youtube.com/howyoutubeworks/static/compiled/css/ai.index.min.css?cache=9feb674c7f	youtube/www.youtube.com/howyoutubeworks/static/compiled/css/ai.index.min457f.css	(from https://www.youtube.com/intl/ALL_de/howyoutubeworks/ai/)
13:31:37	485/485	---MCZ	200	added ('OK')	image/svg+xml	date:Sun,%2026%20Apr%202026%2013:31:36%20GMT	https://www.youtube.com/howyoutubeworks/static/images/arrow_drop_dow_black.svg	youtube/www.youtube.com/howyoutubeworks/static/images/arrow_drop_dow_black.svg	(from https://www.youtube.com/intl/ALL_de/howyoutubeworks/ai/)
13:31:37	33711/33711	---MCZ	200	added ('OK')	text/html	date:Sun,%2026%20Apr%202026%2013:31:37%20GMT	https://www.youtube.com/intl/ALL_de/howyoutubeworks/ai/empowering-creators/	youtube/www.youtube.com/intl/ALL_de/howyoutubeworks/ai/empowering-creators/index.html	(from https://www.youtube.com/intl/ALL_de/howyoutubeworks/ai/)
13:31:37	0/0	---M--	302	error ('Found')	application/binary	date:Sun,%2026%20Apr%202026%2013:31:37%20GMT	https://www.youtube.com/JadeBeason	youtube/www.youtube.com/JadeBeason.a8.delayed	(from https://www.youtube.com/intl/ALL_de/howyoutubeworks/ai/)
13:31:39	1071/1071	---M--	200	added ('OK')	text/javascript	date:Sun,%2026%20Apr%202026%2013:31:39%20GMT	https://www.youtube.com/howyoutubeworks/static/compiled/copyright.index.min.js?cache=10fe866e1d	youtube/www.youtube.com/howyoutubeworks/static/compiled/copyright.index.mindf10.js	(from https://www.youtube.com/intl/ALL_de/howyoutubeworks/copyright/)
13:31:40	325442/325442	---M--	200	added ('OK')	text/css	date:Sun,%2026%20Apr%202026%2013:31:38%20GMT	https://www.youtube.com/howyoutubeworks/static/compiled/css/copyright.index.min.css?cache=cee2162f43	youtube/www.youtube.com/howyoutubeworks/static/compiled/css/copyright.index.minfd34.css	(from https://www.youtube.com/intl/ALL_de/howyoutubeworks/copyright/)
13:31:41	1065/1065	---M--	200	added ('OK')	text/javascript	date:Sun,%2026%20Apr%202026%2013:31:41%20GMT	https://www.youtube.com/howyoutubeworks/static/compiled/creator-economy.index.min.js?cache=e913a528f8	youtube/www.youtube.com/howyoutubeworks/static/compiled/creator-economy.index.min3ebd.js	(from https://www.youtube.com/intl/ALL_de/howyoutubeworks/creator-economy/)
13:31:42	325442/325442	---M--	200	added ('OK')	text/css	date:Sun,%2026%20Apr%202026%2013:31:40%20GMT	https://www.youtube.com/howyoutubeworks/static/compiled/css/creator-economy.index.min.css?cache=ea7d9be8a7	youtube/www.youtube.com/howyoutubeworks/static/compiled/css/creator-economy.index.min592a.css	(from https://www.youtube.com/intl/ALL_de/howyoutubeworks/creator-economy/)
13:31:42	0/0	---M--	302	error ('Found')	application/binary	date:Sun,%2026%20Apr%202026%2013:31:42%20GMT	https://www.youtube.com/@DharMann	youtube/www.youtube.com/@DharMann.ad.delayed	(from https://www.youtube.com/intl/ALL_de/howyoutubeworks/creator-economy/)
13:31:43	0/0	---M--	302	error ('Found')	application/binary	date:Sun,%2026%20Apr%202026%2013:31:43%20GMT	https://www.youtube.com/@melrobbins	youtube/www.youtube.com/@melrobbins.ae.delayed	(from https://www.youtube.com/intl/ALL_de/howyoutubeworks/creator-economy/)
13:31:44	0/0	---M--	302	error ('Found')	application/binary	date:Sun,%2026%20Apr%202026%2013:31:44%20GMT	https://www.youtube.com/@heyBrandonB	youtube/www.youtube.com/@heyBrandonB.af.delayed	(from https://www.youtube.com/intl/ALL_de/howyoutubeworks/creator-economy/)
13:31:45	0/0	---M--	302	error ('Found')	application/binary	date:Sun,%2026%20Apr%202026%2013:31:45%20GMT	https://www.youtube.com/@Sidemen	youtube/www.youtube.com/@Sidemen.b0.delayed	(from https://www.youtube.com/intl/ALL_de/howyoutubeworks/creator-economy/)
13:31:46	0/0	---M--	302	error ('Found')	application/binary	date:Sun,%2026%20Apr%202026%2013:31:46%20GMT	https://www.youtube.com/@metrotvnews	youtube/www.youtube.com/@metrotvnews.b1.delayed	(from https://www.youtube.com/intl/ALL_de/howyoutubeworks/creator-economy/)
13:31:47	0/0	---M--	302	error ('Found')	application/binary	date:Sun,%2026%20Apr%202026%2013:31:47%20GMT	https://www.youtube.com/aqmvideo	youtube/www.youtube.com/aqmvideo.b2.delayed	(from https://www.youtube.com/intl/ALL_de/howyoutubeworks/creator-economy/)
13:31:48	0/0	---M--	302	error ('Found')	application/binary	date:Sun,%2026%20Apr%202026%2013:31:48%20GMT	https://www.youtube.com/@DiaTV	youtube/www.youtube.com/@DiaTV.b3.delayed	(from https://www.youtube.com/intl/ALL_de/howyoutubeworks/creator-economy/)
13:31:49	0/0	---M--	302	error ('Found')	application/binary	date:Sun,%2026%20Apr%202026%2013:31:49%20GMT	https://www.youtube.com/c/flowpodcast	youtube/www.youtube.com/c/flowpodcast.b4.delayed	(from https://www.youtube.com/intl/ALL_de/howyoutubeworks/creator-economy/)
13:31:50	0/0	---M--	302	error ('Found')	application/binary	date:Sun,%2026%20Apr%202026%2013:31:50%20GMT	https://www.youtube.com/@inpowerpodcast	youtube/www.youtube.com/@inpowerpodcast.b5.delayed	(from https://www.youtube.com/intl/ALL_de/howyoutubeworks/creator-economy/)
13:31:51	0/0	---M--	302	error ('Found')	application/binary	date:Sun,%2026%20Apr%202026%2013:31:51%20GMT	https://www.youtube.com/@GaspardG	youtube/www.youtube.com/@GaspardG.b6.delayed	(from https://www.youtube.com/intl/ALL_de/howyoutubeworks/creator-economy/)
13:31:52	0/0	---M--	302	error ('Found')	application/binary	date:Sun,%2026%20Apr%202026%2013:31:52%20GMT	https://www.youtube.com/c/ThinkSchool	youtube/www.youtube.com/c/ThinkSchool.b7.delayed	(from https://www.youtube.com/intl/ALL_de/howyoutubeworks/creator-economy/)
13:31:53	0/0	---M--	302	error ('Found')	application/binary	date:Sun,%2026%20Apr%202026%2013:31:53%20GMT	https://www.youtube.com/playlist?list=PLt5nrEHWOIJJL9i5VXzpBfs0WUF1rs_bM	youtube/www.youtube.com/playlist.b862a7.delayed	(from https://www.youtube.com/intl/ALL_de/howyoutubeworks/creator-economy/)
13:31:55	1065/1065	---M--	200	added ('OK')	text/javascript	date:Sun,%2026%20Apr%202026%2013:31:55%20GMT	https://www.youtube.com/howyoutubeworks/static/compiled/elections.index.min.js?cache=23a130fbe1	youtube/www.youtube.com/howyoutubeworks/static/compiled/elections.index.min61a5.js	(from https://www.youtube.com/intl/ALL_de/howyoutubeworks/elections/)
13:31:56	319813/319813	---M--	200	added ('OK')	text/css	date:Sun,%2026%20Apr%202026%2013:31:54%20GMT	https://www.youtube.com/howyoutubeworks/static/compiled/css/elections.index.min.css?cache=f4b7719035	youtube/www.youtube.com/howyoutubeworks/static/compiled/css/elections.index.mine907.css	(from https://www.youtube.com/intl/ALL_de/howyoutubeworks/elections/)
13:31:56	262/262	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2026%20Apr%202026%2013:31:56%20GMT	https://www.youtube.com/intl/ALL_de/howyoutubeworks/our-policies	youtube/www.youtube.com/intl/ALL_de/howyoutubeworks/our-policies.bb.delayed	(from https://www.youtube.com/intl/ALL_de/howyoutubeworks/elections/)
13:31:58	1065/1065	---M--	200	added ('OK')	text/javascript	date:Sun,%2026%20Apr%202026%2013:31:58%20GMT	https://www.youtube.com/howyoutubeworks/static/compiled/youth.index.min.js?cache=4cee3c9863	youtube/www.youtube.com/howyoutubeworks/static/compiled/youth.index.min219b.js	(from https://www.youtube.com/intl/ALL_de/howyoutubeworks/kids-and-teens/)
13:32:06	35867/35867	---MCZ	200	added ('OK')	text/html	date:Sun,%2026%20Apr%202026%2013:31:59%20GMT	https://www.youtube.com/intl/ALL_de/howyoutubeworks/kids-and-teens/youth-principles/	youtube/www.youtube.com/intl/ALL_de/howyoutubeworks/kids-and-teens/youth-principles/index.html	(from https://www.youtube.com/intl/ALL_de/howyoutubeworks/kids-and-teens/)
13:32:06	319813/319813	---M--	200	added ('OK')	text/css	date:Sun,%2026%20Apr%202026%2013:31:57%20GMT	https://www.youtube.com/howyoutubeworks/static/compiled/css/youth.index.min.css?cache=f4b7719035	youtube/www.youtube.com/howyoutubeworks/static/compiled/css/youth.index.mine907.css	(from https://www.youtube.com/intl/ALL_de/howyoutubeworks/kids-and-teens/)
13:32:06	146598/146598	---MCZ	200	added ('OK')	text/html	date:Sun,%2026%20Apr%202026%2013:31:59%20GMT	https://www.youtube.com/howyoutubeworks/kids-and-teens/advisory-committee/	youtube/www.youtube.com/howyoutubeworks/kids-and-teens/advisory-committee/index.html	(from https://www.youtube.com/intl/ALL_de/howyoutubeworks/kids-and-teens/)
13:32:07	146598/146598	---MCZ	200	added ('OK')	text/html	date:Sun,%2026%20Apr%202026%2013:31:59%20GMT	https://www.youtube.com/intl/ALL_de/howyoutubeworks/kids-and-teens/advisory-committee/	youtube/www.youtube.com/intl/ALL_de/howyoutubeworks/kids-and-teens/advisory-committee/index.html	(from https://www.youtube.com/intl/ALL_de/howyoutubeworks/kids-and-teens/)
13:32:07	339463/339463	---M--	200	added ('OK')	text/css	date:Sun,%2026%20Apr%202026%2013:32:06%20GMT	https://www.youtube.com/howyoutubeworks/static/compiled/css/learning.index.min.css?cache=36b2276af4	youtube/www.youtube.com/howyoutubeworks/static/compiled/css/learning.index.min9047.css	(from https://www.youtube.com/intl/ALL_de/howyoutubeworks/learning/)
13:32:07	1071/1071	---M--	200	added ('OK')	text/javascript	date:Sun,%2026%20Apr%202026%2013:32:07%20GMT	https://www.youtube.com/howyoutubeworks/static/compiled/learning.index.min.js?cache=f34d154415	youtube/www.youtube.com/howyoutubeworks/static/compiled/learning.index.minee0e.js	(from https://www.youtube.com/intl/ALL_de/howyoutubeworks/learning/)
13:32:08	0/0	---M--	302	error ('Found')	application/binary	date:Sun,%2026%20Apr%202026%2013:32:08%20GMT	https://www.youtube.com/@AmoebaSisters	youtube/www.youtube.com/@AmoebaSisters.c0.delayed	(from https://www.youtube.com/intl/ALL_de/howyoutubeworks/learning/)
13:32:09	0/-1	---M--	302	error ('')			https://www.youtube.com/@misterwootube	youtube/www.youtube.com/@misterwootube.c1.delayed	(from https://www.youtube.com/intl/ALL_de/howyoutubeworks/learning/)
13:32:09	0/0	---M--	302	error ('Found')	application/binary	date:Sun,%2026%20Apr%202026%2013:32:09%20GMT	https://www.youtube.com/@KokBisa	youtube/www.youtube.com/@KokBisa.c2.delayed	(from https://www.youtube.com/intl/ALL_de/howyoutubeworks/learning/)
13:32:10	0/0	---M--	302	error ('Found')	application/binary	date:Sun,%2026%20Apr%202026%2013:32:10%20GMT	https://www.youtube.com/@MCGrammarTV	youtube/www.youtube.com/@MCGrammarTV.c3.delayed	(from https://www.youtube.com/intl/ALL_de/howyoutubeworks/learning/)
13:32:11	0/0	---M--	302	error ('Found')	application/binary	date:Sun,%2026%20Apr%202026%2013:32:11%20GMT	https://www.youtube.com/@ProfessorNoslen	youtube/www.youtube.com/@ProfessorNoslen.c4.delayed	(from https://www.youtube.com/intl/ALL_de/howyoutubeworks/learning/)
13:32:12	0/0	---M--	302	error ('Found')	application/binary	date:Sun,%2026%20Apr%202026%2013:32:12%20GMT	https://www.youtube.com/@nehamamsarmy	youtube/www.youtube.com/@nehamamsarmy.c5.delayed	(from https://www.youtube.com/intl/ALL_de/howyoutubeworks/learning/)
13:32:14	1071/1071	---M--	200	added ('OK')	text/javascript	date:Sun,%2026%20Apr%202026%2013:32:14%20GMT	https://www.youtube.com/howyoutubeworks/static/compiled/news.index.min.js?cache=d30038da32	youtube/www.youtube.com/howyoutubeworks/static/compiled/news.index.min4c74.js	(from https://www.youtube.com/intl/ALL_de/howyoutubeworks/news/)
13:32:15	325442/325442	---M--	200	added ('OK')	text/css	date:Sun,%2026%20Apr%202026%2013:32:13%20GMT	https://www.youtube.com/howyoutubeworks/static/compiled/css/news.index.min.css?cache=ea7d9be8a7	youtube/www.youtube.com/howyoutubeworks/static/compiled/css/news.index.min592a.css	(from https://www.youtube.com/intl/ALL_de/howyoutubeworks/news/)
13:32:16	1071/1071	---M--	200	added ('OK')	text/javascript	date:Sun,%2026%20Apr%202026%2013:32:16%20GMT	https://www.youtube.com/howyoutubeworks/static/compiled/privacy.index.min.js?cache=9ca4b2c8c6	youtube/www.youtube.com/howyoutubeworks/static/compiled/privacy.index.min1484.js	(from https://www.youtube.com/intl/ALL_de/howyoutubeworks/privacy/)
13:32:17	319813/319813	---M--	200	added ('OK')	text/css	date:Sun,%2026%20Apr%202026%2013:32:15%20GMT	https://www.youtube.com/howyoutubeworks/static/compiled/css/privacy.index.min.css?cache=f4b7719035	youtube/www.youtube.com/howyoutubeworks/static/compiled/css/privacy.index.mine907.css	(from https://www.youtube.com/intl/ALL_de/howyoutubeworks/privacy/)
13:32:18	1071/1071	---M--	200	added ('OK')	text/javascript	date:Sun,%2026%20Apr%202026%2013:32:18%20GMT	https://www.youtube.com/howyoutubeworks/static/compiled/recommendations.index.min.js?cache=e6d61bfaad	youtube/www.youtube.com/howyoutubeworks/static/compiled/recommendations.index.min9920.js	(from https://www.youtube.com/intl/ALL_de/howyoutubeworks/recommendations/)
13:32:19	319813/319813	---M--	200	added ('OK')	text/css	date:Sun,%2026%20Apr%202026%2013:32:17%20GMT	https://www.youtube.com/howyoutubeworks/static/compiled/css/recommendations.index.min.css?cache=f4b7719035	youtube/www.youtube.com/howyoutubeworks/static/compiled/css/recommendations.index.mine907.css	(from https://www.youtube.com/intl/ALL_de/howyoutubeworks/recommendations/)
13:32:20	1065/1065	---M--	200	added ('OK')	text/javascript	date:Sun,%2026%20Apr%202026%2013:32:20%20GMT	https://www.youtube.com/howyoutubeworks/static/compiled/policies.index.min.js?cache=690b9f66ba	youtube/www.youtube.com/howyoutubeworks/static/compiled/policies.index.min077c.js	(from https://www.youtube.com/intl/ALL_de/howyoutubeworks/our-policies/)
13:32:21	319813/319813	---M--	200	added ('OK')	text/css	date:Sun,%2026%20Apr%202026%2013:32:19%20GMT	https://www.youtube.com/howyoutubeworks/static/compiled/css/policies.index.min.css?cache=f4b7719035	youtube/www.youtube.com/howyoutubeworks/static/compiled/css/policies.index.mine907.css	(from https://www.youtube.com/intl/ALL_de/howyoutubeworks/our-policies/)
13:32:22	1071/1071	---M--	200	added ('OK')	text/javascript	date:Sun,%2026%20Apr%202026%2013:32:22%20GMT	https://www.youtube.com/howyoutubeworks/static/compiled/progress-impact.index.min.js?cache=2606409429	youtube/www.youtube.com/howyoutubeworks/static/compiled/progress-impact.index.minbbda.js	(from https://www.youtube.com/intl/ALL_de/howyoutubeworks/youtubes-impact/)
13:32:23	319813/319813	---M--	200	added ('OK')	text/css	date:Sun,%2026%20Apr%202026%2013:32:21%20GMT	https://www.youtube.com/howyoutubeworks/static/compiled/css/progress-impact.index.min.css?cache=f4b7719035	youtube/www.youtube.com/howyoutubeworks/static/compiled/css/progress-impact.index.mine907.css	(from https://www.youtube.com/intl/ALL_de/howyoutubeworks/youtubes-impact/)
13:32:23	0/0	---M--	302	error ('Found')	application/binary	date:Sun,%2026%20Apr%202026%2013:32:23%20GMT	https://www.youtube.com/@KikisKitchen	youtube/www.youtube.com/@KikisKitchen.d0.delayed	(from https://www.youtube.com/intl/ALL_de/howyoutubeworks/youtubes-impact/)
13:32:25	398/398	---MCZ	200	added ('OK')	image/svg+xml	date:Sun,%2026%20Apr%202026%2013:32:24%20GMT	https://www.youtube.com/howyoutubeworks/static/images/mobile-after.svg	youtube/www.youtube.com/howyoutubeworks/static/images/mobile-after.svg	(from https://www.youtube.com/intl/ALL_de/howyoutubeworks/youtubes-impact/)
13:32:25	0/0	---M--	302	error ('Found')	application/binary	date:Sun,%2026%20Apr%202026%2013:32:25%20GMT	https://www.youtube.com/@ZDF	youtube/www.youtube.com/@ZDF.d2.delayed	(from https://www.youtube.com/intl/ALL_de/howyoutubeworks/youtubes-impact/)
13:32:26	0/0	---M--	302	error ('Found')	application/binary	date:Sun,%2026%20Apr%202026%2013:32:26%20GMT	https://www.youtube.com/@Leony	youtube/www.youtube.com/@Leony.d3.delayed	(from https://www.youtube.com/intl/ALL_de/howyoutubeworks/youtubes-impact/)
13:32:27	0/0	---M--	302	error ('Found')	application/binary	date:Sun,%2026%20Apr%202026%2013:32:27%20GMT	https://www.youtube.com/@lehrerschmidt	youtube/www.youtube.com/@lehrerschmidt.d4.delayed	(from https://www.youtube.com/intl/ALL_de/howyoutubeworks/youtubes-impact/)
13:32:28	0/0	---M--	302	error ('Found')	application/binary	date:Sun,%2026%20Apr%202026%2013:32:28%20GMT	https://www.youtube.com/@HerrAnwalt	youtube/www.youtube.com/@HerrAnwalt.d5.delayed	(from https://www.youtube.com/intl/ALL_de/howyoutubeworks/youtubes-impact/)
13:32:29	3384/3384	---MCZ	404	error ('Not%20Found')	text/html	date:Sun,%2026%20Apr%202026%2013:32:29%20GMT	https://www.youtube.com/howyoutubeworks/nd	youtube/www.youtube.com/howyoutubeworks/nd.d6.delayed	(from https://www.youtube.com/intl/ALL_de/howyoutubeworks/youtubes-impact/)
13:32:30	0/0	---M--	301	error ('Moved%20Permanently')	application/binary	date:Sun,%2026%20Apr%202026%2013:32:30%20GMT	http://www.youtube.com/@KikisKitchen	youtube/www.youtube.com/@KikisKitchen.d7.delayed	(from https://www.youtube.com/intl/ALL_de/howyoutubeworks/youtubes-impact/)
13:32:30	809262/809262	---MCZ	200	added ('OK')	text/html	date:Sun,%2026%20Apr%202026%2013:32:29%20GMT	https://www.youtube.com/howyoutubeworks/youtubes-impact/	youtube/www.youtube.com/howyoutubeworks/youtubes-impact/index.html	(from https://www.youtube.com/intl/ALL_de/howyoutubeworks/youtubes-impact/)
13:32:31	0/-1	---M--	302	error ('')			https://www.youtube.com/@KikisKitchen	youtube/www.youtube.com/@KikisKitchen.d8.delayed	(from https://www.youtube.com/intl/ALL_de/howyoutubeworks/youtubes-impact/)
13:32:31	0/-1	---M--	302	error ('')			https://www.youtube.com/@ZDF	youtube/www.youtube.com/@ZDF.d9.delayed	(from https://www.youtube.com/intl/ALL_de/howyoutubeworks/youtubes-impact/)
13:32:31	0/0	---M--	302	error ('Found')	application/binary	date:Sun,%2026%20Apr%202026%2013:32:31%20GMT	https://www.youtube.com/@leony	youtube/www.youtube.com/@leony.da.delayed	(from https://www.youtube.com/intl/ALL_de/howyoutubeworks/youtubes-impact/)
13:32:32	0/0	---M--	301	error ('Moved%20Permanently')	application/binary	date:Sun,%2026%20Apr%202026%2013:32:32%20GMT	http://www.youtube.com/@lehrerschmidt	youtube/www.youtube.com/@lehrerschmidt.db.delayed	(from https://www.youtube.com/intl/ALL_de/howyoutubeworks/youtubes-impact/)
13:32:33	0/-1	---M--	302	error ('')			https://www.youtube.com/@lehrerschmidt	youtube/www.youtube.com/@lehrerschmidt.dc.delayed	(from https://www.youtube.com/intl/ALL_de/howyoutubeworks/youtubes-impact/)
13:32:33	0/-1	---M--	302	error ('')			https://www.youtube.com/@HerrAnwalt	youtube/www.youtube.com/@HerrAnwalt.dd.delayed	(from https://www.youtube.com/intl/ALL_de/howyoutubeworks/youtubes-impact/)
13:33:15	265/265	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2026%20Apr%202026%2013:32:33%20GMT	https://www.youtube.com/intl/ALL_br/howyoutubeworks/progress-impact/impact/	youtube/www.youtube.com/intl/ALL_br/howyoutubeworks/progress-impact/impact/index.html	(from https://www.youtube.com/intl/ALL_de/howyoutubeworks/youtubes-impact/)
13:34:10	664765/664765	---MCZ	200	added ('OK')	text/html	date:Sun,%2026%20Apr%202026%2013:32:33%20GMT	https://www.youtube.com/intl/ALL_au/howyoutubeworks/youtubes-impact/	youtube/www.youtube.com/intl/ALL_au/howyoutubeworks/youtubes-impact/index.html	(from https://www.youtube.com/intl/ALL_de/howyoutubeworks/youtubes-impact/)
13:34:52	265/265	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2026%20Apr%202026%2013:34:11%20GMT	https://www.youtube.com/intl/ALL_fr/howyoutubeworks/progress-impact/impact/	youtube/www.youtube.com/intl/ALL_fr/howyoutubeworks/progress-impact/impact/index.html	(from https://www.youtube.com/intl/ALL_de/howyoutubeworks/youtubes-impact/)
13:34:53	669607/669607	---MCZ	200	added ('OK')	text/html	date:Sun,%2026%20Apr%202026%2013:32:33%20GMT	https://www.youtube.com/intl/ALL_ca/howyoutubeworks/youtubes-impact/	youtube/www.youtube.com/intl/ALL_ca/howyoutubeworks/youtubes-impact/index.html	(from https://www.youtube.com/intl/ALL_de/howyoutubeworks/youtubes-impact/)
13:34:58	242/242	---MCZ	200	added ('OK')	image/svg+xml	date:Sun,%2026%20Apr%202026%2013:34:53%20GMT	https://www.youtube.com/jobs/static/media/images/home/white-hero-arrow-desktop.svg	youtube/www.youtube.com/jobs/static/media/images/home/white-hero-arrow-desktop.svg	(from https://www.youtube.com/jobs/static/compiled/index.min.css?cache=2f90392)
13:34:59	665976/665976	---MCZ	200	added ('OK')	text/html	date:Sun,%2026%20Apr%202026%2013:32:33%20GMT	https://www.youtube.com/intl/fr_ca/howyoutubeworks/youtubes-impact/	youtube/www.youtube.com/intl/fr_ca/howyoutubeworks/youtubes-impact/index.html	(from https://www.youtube.com/intl/ALL_de/howyoutubeworks/youtubes-impact/)
13:35:02	133/133	---MCZ	200	added ('OK')	image/svg+xml	date:Sun,%2026%20Apr%202026%2013:34:59%20GMT	https://www.youtube.com/jobs/static/media/images/home/white-hero-arrow-mobile.svg	youtube/www.youtube.com/jobs/static/media/images/home/white-hero-arrow-mobile.svg	(from https://www.youtube.com/jobs/static/compiled/index.min.css?cache=2f90392)
13:35:02	265/265	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2026%20Apr%202026%2013:34:53%20GMT	https://www.youtube.com/intl/ALL_in/howyoutubeworks/progress-impact/impact/	youtube/www.youtube.com/intl/ALL_in/howyoutubeworks/progress-impact/impact/index.html	(from https://www.youtube.com/intl/ALL_de/howyoutubeworks/youtubes-impact/)
13:35:02	668658/668658	---MCZ	200	added ('OK')	text/html	date:Sun,%2026%20Apr%202026%2013:33:15%20GMT	https://www.youtube.com/intl/en_be/howyoutubeworks/youtubes-impact/	youtube/www.youtube.com/intl/en_be/howyoutubeworks/youtubes-impact/index.html	(from https://www.youtube.com/intl/ALL_de/howyoutubeworks/youtubes-impact/)
13:35:02	264/264	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2026%20Apr%202026%2013:34:59%20GMT	https://www.youtube.com/intl/hi_in/howyoutubeworks/progress-impact/impact/	youtube/www.youtube.com/intl/hi_in/howyoutubeworks/progress-impact/impact/index.html	(from https://www.youtube.com/intl/ALL_de/howyoutubeworks/youtubes-impact/)
13:35:02	664827/664827	---MCZ	200	added ('OK')	text/html	date:Sun,%2026%20Apr%202026%2013:35:02%20GMT	https://www.youtube.com/intl/ALL_id/howyoutubeworks/youtubes-impact/	youtube/www.youtube.com/intl/ALL_id/howyoutubeworks/youtubes-impact/index.html	(from https://www.youtube.com/intl/ALL_de/howyoutubeworks/youtubes-impact/)
13:35:02	0/0	---M--	302	error ('Found')	application/binary	date:Sun,%2026%20Apr%202026%2013:35:02%20GMT	https://www.youtube.com/static/media/images/home/mobile-hero/mobile-top-1.jpg	youtube/www.youtube.com/static/media/images/home/mobile-hero/mobile-top-1.e0.delayed	(from https://www.youtube.com/jobs/static/compiled/index.min.css?cache=2f90392)
13:35:03	762177/762177	---MCZ	200	added ('OK')	text/html	date:Sun,%2026%20Apr%202026%2013:35:03%20GMT	https://www.youtube.com/intl/en_us/howyoutubeworks/youtubes-impact/	youtube/www.youtube.com/intl/en_us/howyoutubeworks/youtubes-impact/index.html	(from https://www.youtube.com/intl/ALL_de/howyoutubeworks/youtubes-impact/)
